<b>GL100</b> . bonus;wav/gl/100/bonus.wav
<b>GL100</b> . sample 0;wav/gl/100/0_average.wav
<b>GL100</b> . sample 1;wav/gl/100/1_average.wav
<b>GL100</b> . sample 2;wav/gl/100/2_average.wav
<b>GL100</b> . sample 3;wav/gl/100/3_average.wav
<b>GL100</b> . sample 4;wav/gl/100/4_average.wav
<b>GL100</b> . sample 5;wav/gl/100/5_average.wav
<b>GL100</b> . sample 6;wav/gl/100/6_average.wav
<b>GL100</b> . sample 7;wav/gl/100/7_average.wav
<b>GL100</b> . sample 8;wav/gl/100/8_average.wav
<b>GL100</b> . sample 9;wav/gl/100/9_average.wav
<b>GL100</b> . sample 10;wav/gl/100/10_average.wav
<b>GL100</b> . sample 11;wav/gl/100/11_average.wav
<b>GL100</b> . sample 12;wav/gl/100/12_average.wav
<b>GL100</b> . sample 13;wav/gl/100/13_average.wav
<b>GL100</b> . sample 14;wav/gl/100/14_average.wav
<b>GL100</b> . sample 15;wav/gl/100/15_average.wav
<b>GL100</b> . sample 16;wav/gl/100/16_average.wav
<b>GL100</b> . sample 17;wav/gl/100/17_average.wav
<b>GL100</b> . sample 18;wav/gl/100/18_average.wav
<b>GL100</b> . sample 19;wav/gl/100/19_average.wav
<b>GL100</b> . sample 20;wav/gl/100/20_average.wav
<b>GL100</b> . sample 21;wav/gl/100/21_average.wav
<b>GL100</b> . sample 22;wav/gl/100/22_average.wav
<b>GL100</b> . sample 23;wav/gl/100/23_average.wav
<b>GL100</b> . sample 24;wav/gl/100/24_average.wav
<b>GL100</b> . sample 25;wav/gl/100/25_average.wav
<b>GL100</b> . sample 26;wav/gl/100/26_average.wav
<b>GL100</b> . sample 27;wav/gl/100/27_average.wav
<b>GL100</b> . sample 28;wav/gl/100/28_average.wav
<b>GL100</b> . sample 29;wav/gl/100/29_average.wav
<b>GL100</b> . sample 30;wav/gl/100/30_average.wav
<b>GL100</b> . sample 31;wav/gl/100/31_average.wav
<b>GL100</b> . sample 32;wav/gl/100/32_average.wav
<b>GL100</b> . sample 33;wav/gl/100/33_average.wav
<b>GL100</b> . sample 34;wav/gl/100/34_average.wav
<b>GL100</b> . sample 35;wav/gl/100/35_average.wav
<b>GL100</b> . sample 36;wav/gl/100/36_average.wav
<b>GL100</b> . sample 37;wav/gl/100/37_average.wav
<b>GL100</b> . sample 38;wav/gl/100/38_average.wav
<b>GL100</b> . sample 39;wav/gl/100/39_average.wav
<b>GL100</b> . sample 0;wav/gl/100/0_average.wav
<b>GL100</b> . sample 1;wav/gl/100/1_average.wav
<b>GL100</b> . sample 2;wav/gl/100/2_average.wav
<b>GL100</b> . sample 3;wav/gl/100/3_average.wav
<b>GL100</b> . sample 4;wav/gl/100/4_average.wav
<b>GL100</b> . sample 5;wav/gl/100/5_average.wav
<b>GL100</b> . sample 6;wav/gl/100/6_average.wav
<b>GL100</b> . sample 7;wav/gl/100/7_average.wav
<b>GL100</b> . sample 8;wav/gl/100/8_average.wav
<b>GL100</b> . sample 9;wav/gl/100/9_average.wav
<b>GL100</b> . sample 10;wav/gl/100/10_average.wav
<b>GL100</b> . sample 11;wav/gl/100/11_average.wav
<b>GL100</b> . sample 12;wav/gl/100/12_average.wav
<b>GL100</b> . sample 13;wav/gl/100/13_average.wav
<b>GL100</b> . sample 14;wav/gl/100/14_average.wav
<b>GL100</b> . sample 15;wav/gl/100/15_average.wav
<b>GL100</b> . sample 16;wav/gl/100/16_average.wav
<b>GL100</b> . sample 17;wav/gl/100/17_average.wav
<b>GL100</b> . sample 18;wav/gl/100/18_average.wav
<b>GL100</b> . sample 19;wav/gl/100/19_average.wav
<b>GL100</b> . sample 20;wav/gl/100/20_average.wav
<b>GL100</b> . sample 21;wav/gl/100/21_average.wav
<b>GL100</b> . sample 22;wav/gl/100/22_average.wav
<b>GL100</b> . sample 23;wav/gl/100/23_average.wav
<b>GL100</b> . sample 24;wav/gl/100/24_average.wav
<b>GL100</b> . sample 25;wav/gl/100/25_average.wav
<b>GL100</b> . sample 26;wav/gl/100/26_average.wav
<b>GL100</b> . sample 27;wav/gl/100/27_average.wav
<b>GL100</b> . sample 28;wav/gl/100/28_average.wav
<b>GL100</b> . sample 29;wav/gl/100/29_average.wav
<b>GL100</b> . sample 30;wav/gl/100/30_average.wav
<b>GL100</b> . sample 31;wav/gl/100/31_average.wav
<b>GL100</b> . sample 32;wav/gl/100/32_average.wav
<b>GL100</b> . sample 33;wav/gl/100/33_average.wav
<b>GL100</b> . sample 34;wav/gl/100/34_average.wav
<b>GL100</b> . sample 35;wav/gl/100/35_average.wav
<b>GL100</b> . sample 36;wav/gl/100/36_average.wav
<b>GL100</b> . sample 37;wav/gl/100/37_average.wav
<b>GL100</b> . sample 38;wav/gl/100/38_average.wav
<b>GL100</b> . sample 39;wav/gl/100/39_average.wav
<b>GL75</b> . sample 0;wav/gl/75/0_average.wav
<b>GL75</b> . sample 1;wav/gl/75/1_average.wav
<b>GL75</b> . sample 2;wav/gl/75/2_average.wav
<b>GL75</b> . sample 3;wav/gl/75/3_average.wav
<b>GL75</b> . sample 4;wav/gl/75/4_average.wav
<b>GL75</b> . sample 5;wav/gl/75/5_average.wav
<b>GL75</b> . sample 6;wav/gl/75/6_average.wav
<b>GL75</b> . sample 7;wav/gl/75/7_average.wav
<b>GL75</b> . sample 8;wav/gl/75/8_average.wav
<b>GL75</b> . sample 9;wav/gl/75/9_average.wav
<b>GL75</b> . sample 10;wav/gl/75/10_average.wav
<b>GL75</b> . sample 11;wav/gl/75/11_average.wav
<b>GL75</b> . sample 12;wav/gl/75/12_average.wav
<b>GL75</b> . sample 13;wav/gl/75/13_average.wav
<b>GL75</b> . sample 14;wav/gl/75/14_average.wav
<b>GL75</b> . sample 15;wav/gl/75/15_average.wav
<b>GL75</b> . sample 16;wav/gl/75/16_average.wav
<b>GL75</b> . sample 17;wav/gl/75/17_average.wav
<b>GL75</b> . sample 18;wav/gl/75/18_average.wav
<b>GL75</b> . sample 19;wav/gl/75/19_average.wav
<b>GL75</b> . sample 20;wav/gl/75/20_average.wav
<b>GL75</b> . sample 21;wav/gl/75/21_average.wav
